date,factor_return,gross_weight,net_weight,n_stocks,split
1971-10-01,-0.012706425736421969,1.0,0.3498818223634823,1168,train
1971-11-01,0.00024470150770194787,1.0,0.32049734115500295,1174,train
1971-12-01,0.06981536144158869,1.0,0.4230890583208606,1178,train
1972-01-01,0.08464861592440522,1.0,0.3925932058982616,1182,train
1972-02-01,0.003843276458528452,1.0,-0.006559098202610908,1187,train
1972-03-01,0.021080173674724804,0.9999999999999999,0.19038003648766508,1187,train
1972-04-01,0.012765660817424546,1.0,0.25789003299882257,1190,train
1972-05-01,0.0037698133792354728,1.0,0.28279879775761757,1197,train
1972-06-01,0.0011322966176335052,1.0,0.30897111862320326,1204,train
1972-07-01,0.008480510499703827,1.0,0.2453187986070009,1242,train
1972-08-01,0.018910577356842293,1.0,0.2679057742976997,1237,train
1972-09-01,0.003538676029263431,1.0,0.23852369519426078,1246,train
1972-10-01,0.01732415240107393,1.0,0.2626082448832018,1261,train
1972-11-01,0.03434800733597062,1.0,0.3164498049370642,1268,train
1972-12-01,0.010672928941635438,1.0,0.28108436865731184,1232,train
1973-01-01,0.014220101998830899,1.0,0.46827245023527114,1237,train
1973-02-01,0.0010103146203000605,1.0,0.026871242101881174,1289,train
1973-03-01,0.02574446266903144,1.0,0.14287324792746148,1293,train
1973-04-01,0.012449376250158406,1.0,0.17319028983633294,1301,train
1973-05-01,0.0056277877737421125,1.0,0.16504176135660573,1304,train
1973-06-01,0.0144115333456566,0.9999999999999999,0.28127100698285956,1306,train
1973-07-01,0.04009093286087775,1.0,0.18077003585896834,1326,train
1973-08-01,0.02853541946403154,1.0,0.0496539615649936,1336,train
1973-09-01,0.027130254992982255,1.0,0.23246607749619405,1339,train
1973-10-01,0.028688063243613764,1.0,0.2520304546268439,1347,train
1973-11-01,-0.01968504574297517,0.9999999999999999,0.23170992435452695,1351,train
1973-12-01,0.001635522727229637,1.0,0.3056730100437969,1359,train
1974-01-01,0.20399969337944263,0.9999999999999999,0.47040736291083624,1367,train
1974-02-01,0.02123450254531654,0.9999999999999999,-0.08017357569149054,1370,train
1974-03-01,0.02655334131848038,1.0,0.11167365083500566,1381,train
1974-04-01,0.016365385334774413,1.0,0.1358707507898609,1394,train
1974-05-01,0.002449020543100479,1.0,0.23666023046015433,1402,train
1974-06-01,0.010171618755881125,1.0,0.28894945179989934,1404,train
1974-07-01,0.016300847339006316,1.0,0.32009157636685887,1407,train
1974-08-01,0.0030339701977298013,1.0,0.2898956973874507,1414,train
1974-09-01,0.012273371144016526,1.0,0.23370310196089036,1413,train
1974-10-01,0.055580193859950534,1.0,0.28127939294270343,1427,train
1974-11-01,-0.005378508734000073,1.0,0.2951126274360621,1424,train
1974-12-01,-0.02803172561276243,1.0,0.38904120566461825,1410,train
1975-01-01,0.31454384709543776,1.0,0.5294747413632962,1421,train
1975-02-01,0.0164043947380867,1.0,0.018876782921154234,1426,train
1975-03-01,0.029537295083432613,0.9999999999999999,0.21933691698892555,1431,train
1975-04-01,0.032802422137758705,1.0,0.2533105348804846,1448,train
1975-05-01,0.03739233236304416,1.0,0.38347070952790646,1461,train
1975-06-01,0.045631673401745,1.0,0.36993586475038454,1468,train
1975-07-01,0.026212474911294675,1.0,0.3384094117025305,1474,train
1975-08-01,-0.004500368272869359,0.9999999999999999,0.2758791297241855,1426,train
1975-09-01,-0.013663897916432315,1.0,0.4745916969633737,1428,train
1975-10-01,0.00048730250628865434,1.0,0.4614770745826602,1478,train
1975-11-01,0.004649366739670769,0.9999999999999999,0.48762982749635103,1482,train
1975-12-01,0.008963462644594475,0.9999999999999999,0.4983849614516668,1482,train
1976-01-01,0.2241007533122924,1.0,0.5323621589472277,1446,train
1976-02-01,0.009054094235169058,1.0,0.16976567998641684,1461,train
1976-03-01,0.0230822499332573,1.0,0.19434771450646915,1446,train
1976-04-01,-0.005731563578035953,1.0,0.40350573773655557,1373,train
1976-05-01,-0.016282409239076808,1.0,0.4362827116749376,1347,train
1976-06-01,0.0088030747385883,0.9999999999999998,0.4103495486876919,1393,train
1976-07-01,0.012821467544777065,1.0,0.389594977226752,1429,train
1976-08-01,-0.014035253064444198,1.0,0.3497589248335805,1335,train
1976-09-01,0.01026919385115416,1.0,0.4320150520223645,1263,train
1976-10-01,-0.005138825343355425,1.0,0.43868838862761056,1230,train
1976-11-01,0.025955065574217707,1.0,0.38169629076992545,1290,train
1976-12-01,0.07886775300425557,1.0,0.4426689997743194,1312,train
1977-01-01,0.06735219572246284,1.0,0.37973743864698845,1304,train
1977-02-01,0.018180210597350824,1.0,0.1825474244069966,1301,train
1977-03-01,0.012214453427234753,1.0,0.2696134151975034,1308,train
1977-04-01,0.018561261029543898,1.0,0.34718331441605615,1323,train
1977-05-01,0.016341114728781848,1.0,0.37500236407961596,1309,train
1977-06-01,0.03204968783283431,1.0,0.32373533395568915,1308,train
1977-07-01,0.005466014999606154,1.0,0.3550894303502914,1325,train
1977-08-01,0.00036135944475798566,1.0,0.28974851256105366,1334,train
1977-09-01,0.005538023013004295,1.0,0.3920548764025066,1321,train
1977-10-01,-0.008025333875813924,1.0,0.4051848983608723,1308,train
1977-11-01,0.062291306605503326,1.0,0.3777554014188559,1319,train
1977-12-01,0.013726899903664793,1.0,0.37512442511720073,1316,train
1978-01-01,0.01950722472231973,1.0,0.48363148270898815,1415,train
1978-02-01,0.02220286708476315,1.0,0.13567249457291367,1407,train
1978-03-01,0.026074849311056626,1.0,0.263699016309703,1359,train
1978-04-01,0.03578399571865374,1.0,0.3100856852027912,1364,train
1978-05-01,0.04433445625756854,1.0,0.3392002056391031,1411,train
1978-06-01,0.006926163984063834,1.0,0.3771467536016894,1404,train
1978-07-01,0.030767820580309926,1.0,0.3822930035587497,1392,train
1978-08-01,0.057904033217719426,1.0,0.4002817097079157,1369,train
1978-09-01,0.011459020547728661,1.0,0.34361952352623154,1377,train
1978-10-01,-0.08864403112682853,1.0,0.29692406862110216,1386,train
1978-11-01,0.06674740224903139,1.0,0.39894442311572564,1375,train
1978-12-01,0.006079317883280372,1.0,0.30331337377910605,1375,train
1979-01-01,0.09018640019600987,1.0,0.4620173131573455,1373,train
1979-02-01,0.0004897145383547126,1.0,0.11262287874729161,1365,train
1979-03-01,0.03723490662893813,1.0,0.2391768322206235,1363,train
1979-04-01,0.015480022226794765,1.0,0.3392846982308817,1312,train
1979-05-01,-0.0017670139283887817,0.9999999999999999,0.3436134733412987,1320,train
1979-06-01,0.012033012679319117,1.0,0.3032447940486715,1372,train
1979-07-01,0.012981457459887125,1.0,0.30487547754098104,1343,train
1979-08-01,0.024070566308087776,0.9999999999999999,0.2867100103683401,1329,train
1979-09-01,0.0034039196672234584,1.0,0.2815426441474308,1352,train
1979-10-01,-0.03816561673671852,1.0,0.33152870065465634,1379,train
1979-11-01,0.033907323863119385,1.0,0.39619329570989115,1376,train
1979-12-01,0.021371789391542866,0.9999999999999999,0.4208946119648283,1334,train
1980-01-01,0.06799490008692133,1.0,0.448777446198818,1334,train
1980-02-01,-0.0012699924675916357,1.0,0.22064622468748582,1368,train
1980-03-01,-0.0274587069981684,1.0,0.2572752945755156,1366,train
1980-04-01,0.04105023261674859,1.0,0.33017806617346995,1364,train
1980-05-01,0.027471883572071393,1.0,0.2955905930000338,1361,train
1980-06-01,0.025296628417405168,1.0,0.2723976511879133,1362,train
1980-07-01,0.05225439543629538,1.0,0.32493716808688494,1359,train
1980-08-01,0.03481912219099543,1.0,0.32059451255765103,1351,train
1980-09-01,0.02422830458085163,1.0,0.3200941575934253,1347,train
1980-10-01,0.01398894543154115,1.0,0.3550704388062421,1349,train
1980-11-01,-0.008668357538268253,1.0,0.3628952370560435,1347,train
1980-12-01,-0.004168972290287542,1.0,0.45316506184381206,1344,train
1981-01-01,0.034592367256878497,1.0,0.4294181605210933,1344,train
1981-02-01,0.010301237985639904,1.0,0.08554173301542513,1352,train
1981-03-01,0.030624663609351822,1.0,0.21889137373563491,1353,train
1981-04-01,0.031120780780154185,1.0,0.29757023802995347,1361,train
1981-05-01,0.009744619521887685,1.0,0.2900729231802535,1357,train
1981-06-01,0.018028865310326013,1.0,0.3218916873989077,1355,train
1981-07-01,-0.011412015931954919,1.0,0.15571489057861598,1342,train
1981-08-01,-0.003709376499782547,1.0,0.16033952973872348,1336,train
1981-09-01,0.0060119524110537675,1.0,0.20843885716189153,1454,train
1981-10-01,0.038971376775120255,1.0,0.29948822048252466,1425,train
1981-11-01,0.0194771976093473,1.0,0.172790684939658,1433,train
1981-12-01,0.008123080712187198,0.9999999999999999,0.22465661101249682,1462,train
1982-01-01,0.021237734769782038,1.0,0.3193014351436515,1451,train
1982-02-01,0.01581202342313182,1.0,0.07035854931077233,1368,train
1982-03-01,0.021973154777412962,1.0,0.0966381075370232,1373,train
1982-04-01,0.012776610941018734,1.0,0.1586668838043209,1423,train
1982-05-01,0.007027831209198602,1.0,0.15759614590990756,1414,train
1982-06-01,0.031086457796112642,1.0,0.15999783325448305,1435,train
1982-07-01,0.010642495772082504,0.9999999999999999,0.20550304687517665,1423,train
1982-08-01,0.014357523539676518,1.0,0.14338426245543257,1422,train
1982-09-01,0.04460505598745322,1.0,0.19396013433772866,1417,train
1982-10-01,0.04790354384870744,1.0,0.2209741623686111,1417,train
1982-11-01,0.05437204045480347,1.0,0.2170748002452963,1423,train
1982-12-01,0.019812554825311437,0.9999999999999999,0.30338854828505674,1419,train
1983-01-01,0.03936082709599727,1.0,0.29551785500351163,1980,train
1983-02-01,0.03992833637483004,1.0,0.13064254666302128,2120,train
1983-03-01,0.028064847120492918,1.0,0.22879834703892477,2145,train
1983-04-01,0.03331808867170558,1.0,0.24677641466020855,2145,train
1983-05-01,0.029081347812009835,1.0,0.253985671638332,2138,train
1983-06-01,0.03309999238812158,1.0,0.2078065005581067,2138,train
1983-07-01,0.009049761220530252,1.0,0.22880363027963846,2155,train
1983-08-01,-0.0034013308725266028,0.9999999999999999,0.18916303143271396,2159,train
1983-09-01,0.02469621708656855,1.0,0.2123709474908391,2154,train
1983-10-01,0.0029810140797361636,1.0,0.28279193054898366,2156,train
1983-11-01,0.028466540624722907,1.0,0.2728260150428529,2167,train
1983-12-01,0.012237021979915148,1.0,0.20375564980685487,2177,train
1984-01-01,0.029823817369253477,1.0,0.29574055367452223,2164,train
1984-02-01,0.0033353331266121064,1.0,0.00896917931670338,2158,train
1984-03-01,0.02481480524794841,1.0,0.11243028191754215,2161,train
1984-04-01,0.01203040535480698,1.0,0.1649823566481965,2155,train
1984-05-01,0.01714811926289243,1.0,0.18040226749225508,2154,train
1984-06-01,0.016374584708123995,1.0,0.13485831022125835,2149,train
1984-07-01,0.012429525613610819,1.0,0.12631030599625942,2132,train
1984-08-01,0.02639776391156151,1.0,0.21688953121876794,2118,train
1984-09-01,0.022348986575664604,1.0,0.08630195984905967,2067,train
1984-10-01,0.024403790112753173,1.0,0.11793104852732966,2061,train
1984-11-01,0.01431520893464041,1.0,0.21718463331933321,2079,train
1984-12-01,0.019814171375697364,1.0,0.24048959156198896,2075,train
1985-01-01,0.05214053137950917,1.0,0.2940283597944782,2076,train
1985-02-01,0.014346070542058694,1.0,0.041882374041821636,2075,train
1985-03-01,0.028079436715914726,1.0,0.07095916678408078,2088,train
1985-04-01,0.014659030421958605,0.9999999999999999,0.1403308871031302,2091,train
1985-05-01,0.017677876034366876,1.0,0.175210951719582,2079,train
1985-06-01,0.0031954214302161664,1.0,0.2164640874541,2072,train
1985-07-01,0.015355943625762293,1.0,0.25338834781936287,2079,train
1985-08-01,0.01835394808670968,1.0,0.11536943403587485,2019,train
1985-09-01,0.007038122292147085,1.0,0.18238585737619162,2018,train
1985-10-01,0.01643283652405463,1.0,0.20902533383430233,2064,train
1985-11-01,0.03289657325782939,1.0,0.22268140651395385,2067,train
1985-12-01,0.028961792360220937,1.0,0.27990036081897424,2085,train
1986-01-01,0.026330035828101825,1.0,0.33987476131193817,2102,train
1986-02-01,0.023443816230833137,1.0,0.150139181950508,2113,train
1986-03-01,0.02535366886020487,1.0,0.20093481229906,2107,train
1986-04-01,0.01539907703838038,1.0,0.2300495333939844,2119,train
1986-05-01,0.020756566778279858,1.0,0.20885969384637953,2134,train
1986-06-01,0.030393814593093597,1.0,0.2322726483725232,2136,train
1986-07-01,0.00043490434297056943,1.0,0.2228668792591958,2141,train
1986-08-01,0.02460003706332693,1.0,0.18124085596607256,2161,train
1986-09-01,0.0013679450438457352,1.0,0.18730228094370432,2159,train
1986-10-01,0.030289678163366324,1.0,0.09562479243742554,2153,train
1986-11-01,0.01809062589618109,0.9999999999999999,0.25530834352954734,2148,train
1986-12-01,0.009851562870970271,1.0,0.22505283073336893,2125,train
1987-01-01,0.037660557295872255,1.0,0.2141977920285365,2131,validation
1987-02-01,0.016859811637741237,0.9999999999999999,0.13762464619903272,2130,validation
1987-03-01,0.005439883520443324,1.0,0.18864475389081706,2125,validation
1987-04-01,0.00625336836820041,1.0,0.19396102618456765,2118,validation
1987-05-01,0.0018714962130663689,1.0,0.1610034422312658,2112,validation
1987-06-01,0.022061685043068317,0.9999999999999999,0.1659784501834036,2107,validation
1987-07-01,0.01823777720683371,1.0,0.2216634721114134,2106,validation
1987-08-01,0.01342094067078162,1.0,0.23654920167250532,2108,validation
1987-09-01,0.014870014113695033,1.0,0.26504130868061543,2105,validation
1987-10-01,-0.05461326031670897,1.0,0.2259667258371244,2098,validation
1987-11-01,0.015855966866886173,1.0,0.24569484415668494,2086,validation
1987-12-01,0.036284099956327934,0.9999999999999999,0.23276050485394983,2115,validation
1988-01-01,0.08248934998401015,1.0,0.40122276243004296,2135,validation
1988-02-01,0.022527577505294674,1.0,0.06973518664736778,2133,validation
1988-03-01,0.02251333068668035,1.0,0.15158828179966002,2126,validation
1988-04-01,0.011799628011907157,0.9999999999999999,0.13611414685566642,2125,validation
1988-05-01,0.004318188700737926,1.0,0.17995038225418664,2124,validation
1988-06-01,0.01572766800410543,1.0,0.2398736269415419,2121,validation
1988-07-01,0.0092248618273039,1.0,0.24112288195848072,2138,validation
1988-08-01,0.0015101646321701303,1.0,0.21086127921989878,2149,validation
1988-09-01,0.016310942748800624,1.0,0.21158502761130166,2174,validation
1988-10-01,0.007763891184185334,1.0,0.2515411048349491,2184,validation
1988-11-01,0.0011796141914066755,1.0,0.27309683842432547,2196,validation
1988-12-01,0.028528688647811405,1.0,0.3461251905354252,2208,validation
1989-01-01,0.06404524704266366,1.0,0.34910661772904017,2236,validation
1989-02-01,0.017172460701394672,1.0,0.12995027949595833,2239,validation
1989-03-01,0.009480254410545846,1.0,0.14330673249358963,2241,validation
1989-04-01,0.014511164660749422,1.0,0.2217612934370248,2245,validation
1989-05-01,-0.0013043821164152804,1.0,0.2537291501418822,2240,validation
1989-06-01,0.005487532429072915,1.0,0.2518675745582635,2241,validation
1989-07-01,0.017844701650766494,1.0,0.2137866111770657,2225,validation
1989-08-01,0.009514596531936023,1.0,0.3222276064453736,2225,validation
1989-09-01,0.010089151018274322,0.9999999999999999,0.24098928344116277,2225,validation
1989-10-01,-0.010040759334618619,1.0,0.22285719301363446,2220,validation
1989-11-01,-0.004393942992536144,1.0,0.24799296680959187,2212,validation
1989-12-01,-0.006634006642454216,1.0,0.3324231818572576,2209,validation
1990-01-01,0.052300830752371394,1.0,0.39287745862801127,2206,validation
1990-02-01,0.01958776342236514,1.0,0.05100796615378279,2204,validation
1990-03-01,0.028102490846416403,1.0,0.1439783550260038,2198,validation
1990-04-01,0.01311524175296598,1.0,0.22456654320831046,2203,validation
1990-05-01,0.022846806971695145,1.0,0.20846088577531155,2197,validation
1990-06-01,0.015573088302226187,1.0,0.2864028463931134,2207,validation
1990-07-01,0.02164773833642356,1.0,0.24220683983303087,2205,validation
1990-08-01,-0.0016154953782984438,1.0,0.21357846793349194,2204,validation
1990-09-01,-0.0019155813742662612,1.0,0.1948774748323972,2209,validation
1990-10-01,0.01831963458607575,1.0,0.22168245209200277,2209,validation
1990-11-01,0.01218630666807154,1.0,0.21759447834112747,2224,validation
1990-12-01,0.008631918784059429,1.0,0.2900575049688708,2232,validation
1991-01-01,0.06009277838615154,1.0,0.3838473201629961,2245,validation
1991-02-01,0.008941476782549015,1.0,0.11207979024142656,2244,validation
1991-03-01,0.02422005676318371,1.0,0.07286149619360387,2257,validation
1991-04-01,0.0349090636385255,0.9999999999999999,0.1639445201466797,2263,validation
1991-05-01,0.025698331239356526,0.9999999999999999,0.18955476444956074,2284,validation
1991-06-01,0.009695490307788938,1.0,0.2571795784839228,2299,validation
1991-07-01,0.029652995830065268,1.0,0.21853560049391774,2327,validation
1991-08-01,0.02261553732832626,1.0,0.26783765297922907,2339,validation
1991-09-01,0.010382637964679206,1.0,0.2760205724104247,2353,validation
1991-10-01,0.014974516639910725,1.0,0.28365459888086875,2367,validation
1991-11-01,0.0038850918543168584,1.0,0.2762140628946255,2382,validation
1991-12-01,0.034852709551899855,1.0,0.2524387262186455,2397,validation
1992-01-01,0.14659550791455905,1.0,0.45879525795548753,2421,test
1992-02-01,-0.0028889482493906463,1.0,0.11824180843756667,2430,test
1992-03-01,0.020827738507553515,1.0,0.17666797669627327,2441,test
1992-04-01,0.004961121432630721,1.0,0.25062052891987324,2451,test
1992-05-01,0.015364162418933697,1.0,0.23876629105695765,2454,test
1992-06-01,0.002957752289371211,1.0,0.21837120466593873,2474,test
1992-07-01,0.02985745493983717,1.0,0.2190208370789227,2486,test
1992-08-01,0.020604064727129907,1.0,0.2399071217574746,2507,test
1992-09-01,0.019291660192783434,1.0,0.2853359545295478,2526,test
1992-10-01,0.0235582335527635,1.0,0.30360786148307384,2548,test
1992-11-01,0.03564900383302655,1.0,0.2793468964207448,2561,test
1992-12-01,0.03740414698670479,1.0,0.28876229516350743,2555,test
1993-01-01,0.06691728664620196,1.0,0.33247709638258616,2555,test
1993-02-01,0.0231383104807772,1.0,0.15129860560942307,2543,test
1993-03-01,0.030958885594700378,1.0,0.16111256917406835,2541,test
1993-04-01,0.008541870110531279,0.9999999999999999,0.26339828549055344,2545,test
1993-05-01,0.02359683761224136,1.0,0.2240782682828591,2549,test
1993-06-01,0.014116255971727389,1.0,0.22142957200789445,2558,test
1993-07-01,0.029201102093657557,0.9999999999999999,0.22660192040117746,2566,test
1993-08-01,0.021875291626829423,1.0,0.20704924609927733,2558,test
1993-09-01,0.022393128638963335,1.0,0.2915331191216064,2552,test
1993-10-01,0.026052106021665203,0.9999999999999999,0.23882095098769693,2554,test
1993-11-01,0.0014928482840742701,1.0,0.21216875855400802,2574,test
1993-12-01,0.02564966113246961,1.0,0.23039695926679418,2576,test
1994-01-01,0.04027873074451267,1.0,0.3533302936341995,2581,test
1994-02-01,-0.00010686420830387914,1.0,0.14566915582287168,2578,test
1994-03-01,0.016612955101501035,1.0,0.17863612794928457,2580,test
1994-04-01,0.017649665372611124,1.0,0.2139306889538812,2578,test
1994-05-01,0.014488592254533734,1.0,0.2475227598600126,2587,test
1994-06-01,0.0063377680189608335,1.0,0.21433791309066003,2596,test
1994-07-01,0.010900175594759202,1.0,0.20136925784294113,2615,test
1994-08-01,0.021408913017052403,1.0,0.2001225950921427,2627,test
1994-09-01,0.021170026135611846,1.0,0.2567508561111654,2619,test
1994-10-01,0.012557451921222039,1.0,0.19253258147047425,2617,test
1994-11-01,0.013390614755332776,1.0,0.23696991088845815,2619,test
1994-12-01,0.03970070771853663,1.0,0.2511643136422523,2609,test
1995-01-01,0.034602076158758016,1.0,0.3365431660450979,2610,test
1995-02-01,0.020999677114533762,1.0,0.12432595765655373,2604,test
1995-03-01,0.009112536744012762,0.9999999999999999,0.19084861272287318,2599,test
1995-04-01,0.03013402687712378,1.0,0.25985094305612927,2602,test
1995-05-01,0.006382149470015851,1.0,0.23825399428297178,2617,test
1995-06-01,0.022173071108304562,1.0,0.23693663840137583,2622,test
1995-07-01,0.02944071329292003,1.0,0.2583573175431648,2623,test
1995-08-01,0.02508427672698759,1.0,0.26851842844633084,2627,test
1995-09-01,0.020145731589031265,1.0,0.23255901412495625,2629,test
1995-10-01,0.011259516575169085,1.0,0.2279127963777807,2625,test
1995-11-01,0.015795601658261934,1.0,0.2583639006622129,2610,test
1995-12-01,0.0038140031882224375,1.0,0.3343396530631268,2604,test
1996-01-01,0.048536810514572516,1.0,0.3532259247771697,2596,test
1996-02-01,0.01319159371331017,0.9999999999999999,0.09192166543407865,2589,test
1996-03-01,0.004668005933060692,1.0,0.16476994347642923,2582,test
1996-04-01,0.029138388916810656,1.0,0.2509542793939414,2588,test
1996-05-01,0.02814643028053653,1.0,0.25128604473092264,2592,test
1996-06-01,0.012392316109717628,1.0,0.20362780878681502,2607,test
1996-07-01,-0.0038843256467466017,1.0,0.2150754687474184,2634,test
1996-08-01,0.03325132585399641,1.0,0.19437692517742214,2641,test
1996-09-01,0.013217811390580812,1.0,0.23035213181096584,2647,test
1996-10-01,0.006941252757686307,1.0,0.27565839595202163,2645,test
1996-11-01,0.0033621634336175573,1.0,0.2922917663631643,2661,test
1996-12-01,0.0042404533712701665,1.0,0.3288972289393001,2658,test
1997-01-01,0.07461035926973403,1.0,0.38737368584856635,2660,test
1997-02-01,0.026283350860617307,1.0,0.1288907285922079,2668,test
1997-03-01,0.017477316424726764,1.0,0.16142032479529314,2674,test
1997-04-01,0.012085073671174168,1.0,0.26826825726748293,2701,test
1997-05-01,0.02941408498675662,1.0,0.2691994370753535,2716,test
1997-06-01,0.036973434181802205,1.0,0.21908500887860194,2718,test
1997-07-01,0.0068097541828542486,1.0,0.22808644773642878,2731,test
1997-08-01,0.01454339806122414,1.0,0.25663209427385875,2720,test
1997-09-01,0.04158183862433146,1.0,0.22518990413211049,2713,test
1997-10-01,0.01954490633535154,1.0,0.22603879489680268,2700,test
1997-11-01,0.010172879440889676,0.9999999999999999,0.1799090827385557,2714,test
1997-12-01,-0.015474790652809775,1.0,0.30726868665890666,2703,test
1998-01-01,0.05248654376429357,1.0,0.39981386368436067,2702,test
1998-02-01,0.0332912516288806,1.0,0.11472021771864037,2699,test
1998-03-01,0.02666685719621502,1.0,0.2345968932917523,2697,test
1998-04-01,0.011056631136927769,1.0,0.28879351779160894,2715,test
1998-05-01,0.013825750495030407,1.0,0.25100234777275315,2719,test
1998-06-01,0.004063737758838836,1.0,0.28925265505005304,2720,test
1998-07-01,0.005824029600401586,1.0,0.2885469412703518,2743,test
1998-08-01,-0.018345635091235834,1.0,0.22126675702524232,2751,test
1998-09-01,0.036368612752915905,1.0,0.21336734320882955,2754,test
1998-10-01,0.02849333031557315,0.9999999999999999,0.1884969471878781,2755,test
1998-11-01,0.04195016223162692,1.0,0.19872904457320786,2764,test
1998-12-01,0.0066068777953195434,1.0,0.2846867430393704,2781,test
1999-01-01,0.07573589684873411,1.0,0.3839686171428875,2793,test
1999-02-01,0.01791257424859886,1.0,0.09653381003183781,2791,test
1999-03-01,-0.006834235073458317,1.0,0.13750889361551685,2780,test
1999-04-01,0.015013646866841602,1.0,0.2068378201359203,2794,test
1999-05-01,0.03269346566728741,1.0,0.18763328496123924,2796,test
1999-06-01,0.019502543788776215,1.0,0.18116261696389932,2789,test
1999-07-01,0.026104553181388785,1.0,0.2416092384523162,2762,test
1999-08-01,0.0007574687478942027,0.9999999999999999,0.2033374167263794,2739,test
1999-09-01,-0.010647237558700583,1.0,0.24234678013435954,2721,test
1999-10-01,0.02062077244036717,1.0,0.2609678034302131,2714,test
1999-11-01,0.030228263825648288,1.0,0.2528025131317563,2703,test
1999-12-01,0.002198510841890942,1.0,0.23529233696044186,2696,test
2000-01-01,0.0735116381749085,1.0,0.3152188457332728,2698,test
2000-02-01,-0.07580885479335706,1.0,0.04129808290853263,2683,test
2000-03-01,0.043992643532538636,1.0,0.1223846283114889,2680,test
2000-04-01,-0.0008041162564951552,1.0,0.20675301668450768,2678,test
2000-05-01,-0.03229757325384701,1.0,0.25273689948303335,2670,test
