date,factor_return,gross_exposure,net_exposure,n_stocks,split,model
1973-02-01,-0.000832613822172923,1.0,0.014340706961691957,1289,Training,EN
1973-03-01,0.01198765519522549,1.0,0.014743509504700244,1293,Training,EN
1973-04-01,0.019741715074767602,0.9999999999999999,0.014270590505955432,1301,Training,EN
1973-05-01,0.009877625402049233,1.0,0.015306663748032445,1304,Training,EN
1973-06-01,0.016040953130621007,1.0,0.014753609175149389,1306,Training,EN
1973-07-01,0.008086787526326265,1.0,0.014283656307454148,1326,Training,EN
1973-08-01,0.01923523138895252,1.0,0.012052360869941794,1336,Training,EN
1973-09-01,0.005230693278298227,1.0,0.014267493820398769,1339,Training,EN
1973-10-01,0.018464870752848684,1.0,0.013059340887293672,1347,Training,EN
1973-11-01,0.012419474773429258,1.0,0.0144922958891312,1351,Training,EN
1973-12-01,0.027945093507653417,1.0,0.015480062003280125,1359,Training,EN
1974-01-01,0.04420730372519799,0.9999999999999999,0.014672886481518724,1367,Training,EN
1974-02-01,0.006483463762559643,1.0,0.01181809942959659,1370,Training,EN
1974-03-01,0.014920039437972423,1.0,0.013731026106154695,1381,Training,EN
1974-04-01,0.01283609883255571,1.0,0.014165060504954302,1394,Training,EN
1974-05-01,0.014691395745676895,1.0000000000000002,0.014270870659477504,1402,Training,EN
1974-06-01,0.017713509367758798,1.0,0.014260739288752938,1404,Training,EN
1974-07-01,0.023172292214373277,1.0,0.014639142597432252,1407,Training,EN
1974-08-01,0.020415314397125735,0.9999999999999999,0.015226704369206734,1414,Training,EN
1974-09-01,0.026923053501570277,1.0,0.01453835776843208,1413,Training,EN
1974-10-01,0.035930376513012015,1.0,0.014889361921458778,1427,Training,EN
1974-11-01,0.014922796991960852,1.0,0.01320306161868971,1424,Training,EN
1974-12-01,0.008484094920332794,0.9999999999999999,0.013641465870179389,1410,Training,EN
1975-01-01,0.05409112327229213,0.9999999999999998,0.013440056534310853,1421,Training,EN
1975-02-01,0.002903984239996131,1.0,0.011468621289463661,1426,Training,EN
1975-03-01,0.002459875010176719,1.0,0.01249475865665976,1431,Training,EN
1975-04-01,0.019240759727301614,1.0,0.012525246693792878,1448,Training,EN
1975-05-01,0.003224478403288299,1.0,0.013458597999903869,1461,Training,EN
1975-06-01,0.0013574001376129702,0.9999999999999999,0.012947316785635767,1468,Training,EN
1975-07-01,0.015908193016531874,1.0,0.013323364176786999,1474,Training,EN
1975-08-01,0.013613487543780736,1.0,0.01422796284558634,1426,Training,EN
1975-09-01,0.01440129882578222,0.9999999999999998,0.013638474645086999,1428,Training,EN
1975-10-01,0.001802183871454372,1.0,0.015485628415647292,1478,Training,EN
1975-11-01,-0.006374038624773845,1.0,0.014027123666184221,1482,Training,EN
1975-12-01,0.012704912349653456,1.0,0.014136025360757518,1482,Training,EN
1976-01-01,0.032186418179395986,1.0,0.013590911699177961,1446,Training,EN
1976-02-01,-0.024541870546314487,1.0,0.013290661047619369,1461,Training,EN
1976-03-01,0.011730822063357441,0.9999999999999999,0.014350712479987853,1446,Training,EN
1976-04-01,0.006698118116656099,1.0,0.013236398409266888,1373,Training,EN
1976-05-01,-0.00023157702512762511,1.0,0.014037122664982795,1347,Training,EN
1976-06-01,-0.0035472030583518113,0.9999999999999999,0.013560293984800065,1393,Training,EN
1976-07-01,0.015721111238888634,1.0000000000000002,0.01393783400631914,1429,Training,EN
1976-08-01,0.003044310834960944,1.0,0.01402084732767424,1335,Training,EN
1976-09-01,0.00856604946320678,1.0,0.013763084587681653,1263,Training,EN
1976-10-01,0.010476508015686652,0.9999999999999999,0.013968805222131337,1230,Training,EN
1976-11-01,0.01423466210160911,1.0,0.013727916880984297,1290,Training,EN
1976-12-01,0.024720780051471575,1.0000000000000002,0.013906940741560507,1312,Training,EN
1977-01-01,0.032553068950880636,0.9999999999999999,0.013704476850116217,1304,Training,EN
1977-02-01,0.015298135866380078,0.9999999999999999,0.015347424635358894,1301,Training,EN
1977-03-01,0.008083779832759604,1.0,0.014301879756828902,1308,Training,EN
1977-04-01,0.011457242789545399,1.0000000000000002,0.013780496881434864,1323,Training,EN
1977-05-01,0.014753247187869658,1.0,0.014048741528178638,1309,Training,EN
1977-06-01,0.0042602915898844835,1.0,0.014234990645367922,1308,Training,EN
1977-07-01,0.008829968975725471,1.0,0.014076620679812581,1325,Training,EN
1977-08-01,0.002307156057554676,1.0,0.013765220561711951,1334,Training,EN
1977-09-01,0.013970412377724967,0.9999999999999999,0.013181397313023523,1321,Training,EN
1977-10-01,0.010227717330539897,1.0,0.014333040551000566,1308,Training,EN
1977-11-01,0.02767691821576715,1.0,0.013417060747899952,1319,Training,EN
1977-12-01,0.013444817311283028,1.0,0.014169005546189665,1316,Training,EN
1978-01-01,0.01260447243761129,1.0,0.013874975105221959,1415,Training,EN
1978-02-01,0.020362163947308127,0.9999999999999998,0.012770627443490648,1407,Training,EN
1978-03-01,0.0025500867481930197,1.0,0.014731139232459155,1359,Training,EN
1978-04-01,0.004495319808148728,1.0,0.01367684504162844,1364,Training,EN
1978-05-01,0.01976281818362312,1.0,0.013038261931331287,1411,Training,EN
1978-06-01,0.011848706982465,1.0,0.013958793033212603,1404,Training,EN
1978-07-01,0.012313576750379421,0.9999999999999998,0.013905631348544764,1392,Training,EN
1978-08-01,0.017435042074510142,0.9999999999999999,0.013805105987218307,1369,Training,EN
1978-09-01,0.01066793513096403,0.9999999999999999,0.014222283024824431,1377,Training,EN
1978-10-01,-0.014415665171512148,0.9999999999999999,0.012963228772162293,1386,Training,EN
1978-11-01,0.045527932281136586,0.9999999999999999,0.01266884844969041,1375,Training,EN
1978-12-01,0.014174470048747645,1.0,0.01441635623416803,1375,Training,EN
1979-01-01,0.02962562304431045,0.9999999999999999,0.014303628928808104,1373,Training,EN
1979-02-01,0.0035847404802479372,1.0,0.013206930293745213,1365,Training,EN
1979-03-01,0.006164123174675785,1.0,0.013705078543151995,1363,Training,EN
1979-04-01,0.014077822150812179,1.0,0.013908065598549752,1312,Training,EN
1979-05-01,0.005265358232805642,0.9999999999999999,0.015293551782718717,1320,Training,EN
1979-06-01,-0.0010261108449042913,1.0,0.014099801483679144,1372,Training,EN
1979-07-01,0.010502705972964484,1.0,0.013670086691135543,1343,Training,EN
1979-08-01,0.006596963150497846,0.9999999999999999,0.014329477538539928,1329,Training,EN
1979-09-01,0.008117041433251334,0.9999999999999999,0.013772821380839961,1352,Training,EN
1979-10-01,-0.0010897664347776922,1.0,0.014415228860652381,1379,Training,EN
1979-11-01,0.013460729930933753,1.0,0.014087871415561186,1376,Training,EN
1979-12-01,0.000870619192049145,1.0,0.014663390899289412,1334,Training,EN
1980-01-01,0.006077156544304348,1.0,0.014277117140186061,1334,Training,EN
1980-02-01,0.0013147430947116506,0.9999999999999999,0.014186729039051766,1368,Training,EN
1980-03-01,0.017264485620799023,1.0,0.014429280999068613,1366,Training,EN
1980-04-01,0.0332614828886469,0.9999999999999999,0.014434744229332367,1364,Training,EN
1980-05-01,0.00945454177033052,1.0,0.014636665582360712,1361,Training,EN
1980-06-01,0.018243794534289162,0.9999999999999998,0.013853675570155106,1362,Training,EN
1980-07-01,0.01028283334296275,1.0,0.014968374542218103,1359,Training,EN
1980-08-01,0.011375939422457272,1.0,0.014142614815786301,1351,Training,EN
1980-09-01,0.012668608743270486,0.9999999999999999,0.01474662576577686,1347,Training,EN
1980-10-01,0.014407784182104385,0.9999999999999999,0.014846743776535856,1349,Training,EN
1980-11-01,-0.013659749127304038,1.0,0.015094649471613725,1347,Training,EN
1980-12-01,0.016450908064731092,1.0,0.01433435099495316,1344,Training,EN
1981-01-01,0.00627154071763786,0.9999999999999999,0.01453684507769369,1344,Training,EN
1981-02-01,-0.0037638391931285975,1.0,0.01359135017406068,1352,Training,EN
1981-03-01,0.00872096418763958,1.0,0.014228397721119354,1353,Training,EN
1981-04-01,0.008001363976594785,0.9999999999999999,0.014335281087582403,1361,Training,EN
1981-05-01,-0.007303784640749028,1.0,0.01468905938082369,1357,Training,EN
1981-06-01,0.01669471249243024,1.0,0.01460428375094146,1355,Training,EN
1981-07-01,0.0025473185805040253,1.0,0.015018063011548394,1342,Training,EN
1981-08-01,0.009203967829951327,1.0,0.013961304827942009,1336,Training,EN
1981-09-01,0.020571814150490125,0.9999999999999999,0.014726311075552393,1454,Training,EN
1981-10-01,0.02339812628981345,1.0,0.0152250772883295,1425,Training,EN
1981-11-01,0.01506178712450746,0.9999999999999998,0.013612113014350532,1433,Training,EN
1981-12-01,0.013784490082718884,1.0,0.013698954553056378,1462,Training,EN
1982-01-01,0.016753714348817318,0.9999999999999999,0.014216553507729773,1451,Training,EN
1982-02-01,0.00926980052782489,1.0,0.013865477322146012,1368,Training,EN
1982-03-01,0.01036478951157508,1.0,0.014572639857373466,1373,Training,EN
1982-04-01,0.008489504140005651,1.0,0.014085741728176657,1423,Training,EN
1982-05-01,0.018116450822531115,1.0,0.01334628913317553,1414,Training,EN
1982-06-01,0.018696716158091195,1.0,0.014584759270993019,1435,Training,EN
1982-07-01,0.009408787113123894,1.0,0.014496255367745202,1423,Training,EN
1982-08-01,-0.0035004073145369456,1.0,0.014211555870507382,1422,Training,EN
1982-09-01,0.03347691289819172,1.0,0.012412919638183641,1417,Training,EN
1982-10-01,0.010601420224035407,1.0,0.014736951842975894,1417,Training,EN
1982-11-01,0.0060711801947983144,1.0,0.012600930107579254,1423,Training,EN
1982-12-01,0.011427136784641299,1.0,0.013870376383457027,1419,Training,EN
1983-01-01,-0.006082847720441452,1.0,0.013525229583810945,1980,Training,EN
1983-02-01,0.025184271414628794,1.0,0.012362705114552269,2120,Training,EN
1983-03-01,0.014634944969854147,1.0,0.014568903778226564,2145,Training,EN
1983-04-01,0.009800405716050188,1.0,0.014138071150670006,2145,Training,EN
1983-05-01,-0.00016486578832813065,0.9999999999999999,0.013452925355264754,2138,Training,EN
1983-06-01,0.01673900261599907,1.0,0.013063571559840156,2138,Training,EN
1983-07-01,0.012969962256114078,0.9999999999999999,0.014147502239396644,2155,Training,EN
1983-08-01,-0.001125043979032957,0.9999999999999999,0.014413969671204842,2159,Training,EN
1983-09-01,0.020784060107707447,1.0,0.013263773321246668,2154,Training,EN
1983-10-01,0.007786543704644533,1.0,0.014460298540272292,2156,Training,EN
1983-11-01,0.013769338242051662,1.0,0.014486468473635203,2167,Training,EN
1983-12-01,0.016964566173067425,0.9999999999999999,0.013118642836608355,2177,Training,EN
1984-01-01,0.012676500943153037,1.0,0.014200749466799405,2164,Training,EN
1984-02-01,0.003177236937262778,1.0,0.013157973066478729,2158,Training,EN
1984-03-01,0.014764088427645124,1.0,0.014093299970558075,2161,Training,EN
1984-04-01,0.012372939490770642,0.9999999999999998,0.013323582374318662,2155,Training,EN
1984-05-01,0.020803344835283587,1.0,0.014231433074619692,2154,Training,EN
1984-06-01,0.016692015135180305,1.0,0.014910541211166257,2149,Training,EN
1984-07-01,0.01565376113064235,1.0,0.01334742673695638,2132,Training,EN
1984-08-01,0.0077192810063472644,1.0,0.01487573546651367,2118,Training,EN
1984-09-01,0.022913901949814876,1.0,0.012122473510031536,2067,Training,EN
1984-10-01,0.020528456246971354,0.9999999999999999,0.014468004413047266,2061,Training,EN
1984-11-01,0.018872794827267225,1.0,0.014553522627448011,2079,Training,EN
1984-12-01,0.01728018014006578,1.0,0.014582931595319041,2075,Training,EN
1985-01-01,-0.003255400500456637,0.9999999999999999,0.013889970125368226,2076,Training,EN
1985-02-01,0.009546177273103838,1.0,0.011936216516471782,2075,Training,EN
1985-03-01,0.02291655523260176,1.0,0.013900305413329702,2088,Training,EN
1985-04-01,0.014509109012586008,1.0,0.014752382980533977,2091,Training,EN
1985-05-01,0.009092781474146255,1.0,0.014576604025584444,2079,Training,EN
1985-06-01,0.0037922495149801476,0.9999999999999998,0.01409878062888247,2072,Training,EN
1985-07-01,0.005234992693715386,1.0,0.014686676873826158,2079,Training,EN
1985-08-01,0.015348669449599141,1.0,0.013576839491130342,2019,Training,EN
1985-09-01,0.013125588543156784,1.0,0.014077669107893036,2018,Training,EN
1985-10-01,0.01981014381627941,0.9999999999999999,0.015621750146613165,2064,Training,EN
1985-11-01,0.011496797992884987,1.0,0.014092626132676232,2067,Training,EN
1985-12-01,0.013735284059006486,0.9999999999999999,0.013731426203454354,2085,Training,EN
1986-01-01,0.007791645200448833,0.9999999999999998,0.014321105398501833,2102,Training,EN
1986-02-01,0.0010645348241921568,1.0,0.013059451020858351,2113,Training,EN
1986-03-01,0.006336442969025808,1.0,0.013672491037955148,2107,Training,EN
1986-04-01,0.010549821337151648,1.0,0.013556395930776441,2119,Training,EN
1986-05-01,0.006442310785519698,1.0,0.01374604666734546,2134,Training,EN
1986-06-01,0.0095320453622817,1.0,0.013727815674702977,2136,Training,EN
1986-07-01,0.01441183778306284,1.0,0.015076947700512428,2141,Training,EN
1986-08-01,0.013583709129267834,1.0,0.015545680735017713,2161,Training,EN
1986-09-01,0.0035905849190275706,0.9999999999999999,0.013615993713099924,2159,Training,EN
1986-10-01,0.02560780578400228,1.0,0.013717059267219358,2153,Training,EN
1986-11-01,0.01082373933546633,1.0,0.014327893261946228,2148,Training,EN
1986-12-01,0.013356030058319304,1.0,0.014134629654739871,2125,Training,EN
1987-01-01,0.007833236738093299,1.0,0.014153407208093879,2131,Validation,EN
1987-02-01,-0.0016067876398143058,1.0000000000000002,0.013334725994806389,2130,Validation,EN
1987-03-01,0.0028586389794923225,1.0,0.01327126159784915,2125,Validation,EN
1987-04-01,-0.0005602192554301109,0.9999999999999999,0.01392066311236386,2118,Validation,EN
1987-05-01,0.00010012145663028836,1.0000000000000002,0.013892876094041318,2112,Validation,EN
1987-06-01,0.007620118534746784,1.0,0.013838392026867707,2107,Validation,EN
1987-07-01,-0.0003883169394039048,0.9999999999999999,0.014792851467005173,2106,Validation,EN
1987-08-01,0.02072590811401124,1.0,0.014209951316694973,2108,Validation,EN
1987-09-01,0.008307111722803483,1.0,0.01513455503485657,2105,Validation,EN
1987-10-01,0.016991132634395237,1.0,0.014738077562622073,2098,Validation,EN
1987-11-01,0.025723740941941017,0.9999999999999998,0.016193635956674612,2086,Validation,EN
1987-12-01,0.03878859800820994,0.9999999999999999,0.015326864496089557,2115,Validation,EN
1988-01-01,0.0223746493516219,1.0000000000000002,0.014533809981220698,2135,Validation,EN
1988-02-01,0.013011936059859348,1.0,0.012594337329097646,2133,Validation,EN
1988-03-01,0.01307487466785252,1.0,0.013203235179871866,2126,Validation,EN
1988-04-01,0.007404305141830504,0.9999999999999999,0.01371729408236781,2125,Validation,EN
1988-05-01,0.00590944514515636,1.0,0.013744254461409696,2124,Validation,EN
1988-06-01,0.000280236280492905,1.0,0.014090008246019095,2121,Validation,EN
1988-07-01,0.006534302584980776,0.9999999999999999,0.014007749590467706,2138,Validation,EN
1988-08-01,0.002995500999800938,1.0,0.014114977995572391,2149,Validation,EN
1988-09-01,0.007271993490732689,1.0,0.014157829880006863,2174,Validation,EN
1988-10-01,0.011598202492643397,1.0,0.014342815749430771,2184,Validation,EN
1988-11-01,0.0180075512764884,1.0000000000000002,0.014623621569522481,2196,Validation,EN
1988-12-01,0.011683993620263074,0.9999999999999999,0.01561568385496855,2208,Validation,EN
1989-01-01,0.0035884452760775636,1.0,0.014154858361131058,2236,Validation,EN
1989-02-01,0.015075134244818196,1.0,0.013519261197652562,2239,Validation,EN
1989-03-01,0.00838644658884447,1.0,0.014077692793522003,2241,Validation,EN
1989-04-01,0.007106294971996911,1.0,0.014338688494902304,2245,Validation,EN
1989-05-01,-0.0049873470882899305,1.0,0.014341009355950318,2240,Validation,EN
1989-06-01,0.012878795581132071,1.0,0.014132723490806508,2241,Validation,EN
1989-07-01,0.014637476414830526,1.0,0.014524988633734663,2225,Validation,EN
1989-08-01,0.008290243662495526,0.9999999999999999,0.014695496871488398,2225,Validation,EN
1989-09-01,0.008128340502574072,1.0,0.013922781775953994,2225,Validation,EN
1989-10-01,0.006744696608491093,1.0,0.014196165055894534,2220,Validation,EN
1989-11-01,0.0018532892196236807,1.0,0.014956944077462793,2212,Validation,EN
1989-12-01,0.009486972959505345,0.9999999999999999,0.014261915294327743,2209,Validation,EN
1990-01-01,0.016581278351185037,0.9999999999999999,0.015064789862760646,2206,Validation,EN
1990-02-01,0.011120058395210294,1.0,0.013266680808530166,2204,Validation,EN
1990-03-01,0.012706375898167423,1.0,0.013611452399810728,2198,Validation,EN
1990-04-01,0.011103957386079374,1.0,0.014109937377653895,2203,Validation,EN
1990-05-01,0.013306410800510683,1.0,0.014204390172786947,2197,Validation,EN
1990-06-01,0.004370575449828332,1.0,0.014227012773690172,2207,Validation,EN
1990-07-01,0.020431438694158272,1.0,0.014010248917951173,2205,Validation,EN
1990-08-01,0.014717096820368229,1.0,0.014684488786552524,2204,Validation,EN
1990-09-01,0.0051821462497880335,1.0,0.015002656741619705,2209,Validation,EN
1990-10-01,0.026759809122672434,1.0,0.014487808832154633,2209,Validation,EN
1990-11-01,0.016625025794068327,1.0,0.014050966819543993,2224,Validation,EN
1990-12-01,0.0181168433310129,1.0,0.013661965604982307,2232,Validation,EN
1991-01-01,-0.006960711633503217,1.0,0.014613376952237097,2245,Validation,EN
1991-02-01,-0.00895932793268341,1.0000000000000002,0.012585162578657265,2244,Validation,EN
1991-03-01,-0.006326860195918857,1.0,0.012637038129644878,2257,Validation,EN
1991-04-01,0.011884719487341957,1.0,0.0129737650624227,2263,Validation,EN
1991-05-01,0.010382419982164125,1.0,0.013401381066791673,2284,Validation,EN
1991-06-01,0.0026578292938056044,0.9999999999999999,0.013709289589581293,2299,Validation,EN
1991-07-01,0.01693761320109274,1.0000000000000002,0.014001344243621311,2327,Validation,EN
1991-08-01,-0.0019780526297756167,0.9999999999999998,0.014304369787852943,2339,Validation,EN
1991-09-01,0.007268032161023008,1.0,0.014230658750224442,2353,Validation,EN
1991-10-01,0.004133344940535807,1.0,0.01508504113630425,2367,Validation,EN
1991-11-01,0.000941394303202306,0.9999999999999998,0.014907042043148992,2382,Validation,EN
1991-12-01,0.03349973506902377,1.0,0.01473740892987555,2397,Validation,EN
1992-01-01,0.01967463761240916,0.9999999999999999,0.015470601748284815,2421,Test,EN
1992-02-01,-0.023725983507985125,1.0,0.013056676212676373,2430,Test,EN
1992-03-01,0.00831387684281918,1.0,0.013665521986917428,2441,Test,EN
1992-04-01,0.007906309898515353,1.0,0.014663794951630353,2451,Test,EN
1992-05-01,0.006417998055041791,1.0000000000000002,0.014874145391812999,2454,Test,EN
1992-06-01,0.00781751535963267,1.0,0.014199365251409947,2474,Test,EN
1992-07-01,0.017269081678067677,1.0,0.015003246842127787,2486,Test,EN
1992-08-01,0.01855843520791527,1.0,0.01432948371415968,2507,Test,EN
1992-09-01,0.010581517066173572,1.0,0.015186722709498522,2526,Test,EN
1992-10-01,0.006465755415397435,1.0,0.01471525200181364,2548,Test,EN
1992-11-01,0.00689686958863254,1.0,0.014355684630508967,2561,Test,EN
1992-12-01,0.016352783375983882,1.0,0.0143065647036711,2555,Test,EN
1993-01-01,0.00883902805456788,1.0,0.014581849456738195,2555,Test,EN
1993-02-01,0.004292933302659412,1.0,0.013998286228602195,2543,Test,EN
1993-03-01,0.015511253491126326,1.0,0.014424876748977584,2541,Test,EN
1993-04-01,0.0016021679191707586,1.0,0.014907701160143666,2545,Test,EN
1993-05-01,-0.00040544101641934563,1.0,0.014617504492261044,2549,Test,EN
1993-06-01,0.007069874321441979,1.0,0.013818101928996521,2558,Test,EN
1993-07-01,0.0060947191250563726,1.0000000000000002,0.014664916156298582,2566,Test,EN
1993-08-01,-0.0008700823629544532,0.9999999999999999,0.014425831012864359,2558,Test,EN
1993-09-01,0.007171578632234166,1.0,0.014623209156391015,2552,Test,EN
1993-10-01,-0.0004160406298556504,1.0,0.014928301280335492,2554,Test,EN
1993-11-01,0.0016249374931022222,1.0,0.013732780234573194,2574,Test,EN
1993-12-01,0.021021201053561856,1.0,0.014181489884444575,2576,Test,EN
1994-01-01,0.003850684608599579,1.0,0.01485097201741086,2581,Test,EN
1994-02-01,-0.004717774271414872,1.0,0.013875079130267552,2578,Test,EN
1994-03-01,0.01116694738719084,1.0,0.014094458212735986,2580,Test,EN
1994-04-01,0.015521417071986458,0.9999999999999998,0.014122002181277023,2578,Test,EN
1994-05-01,0.006524442224044149,1.0,0.014436292565195366,2587,Test,EN
1994-06-01,0.010766206941109946,0.9999999999999999,0.013938306384228367,2596,Test,EN
1994-07-01,0.008803220643097838,0.9999999999999998,0.014730663584543105,2615,Test,EN
1994-08-01,0.010539386074089566,1.0,0.014126977865252244,2627,Test,EN
1994-09-01,0.00846630292821466,1.0,0.014072664648117284,2619,Test,EN
1994-10-01,0.010060355048112452,1.0000000000000002,0.013895246386231599,2617,Test,EN
1994-11-01,0.016403904946538626,1.0,0.014302345719725619,2619,Test,EN
1994-12-01,0.02622281757410177,1.0,0.014923336709132099,2609,Test,EN
1995-01-01,0.016821826313656755,0.9999999999999999,0.014499865696567353,2610,Test,EN
1995-02-01,0.010618260713407615,0.9999999999999999,0.013377206920084286,2604,Test,EN
1995-03-01,0.008944799842241098,1.0,0.013910153048256648,2599,Test,EN
1995-04-01,0.010412160345022632,0.9999999999999999,0.0141329519189437,2602,Test,EN
1995-05-01,0.0033714809057331617,1.0,0.014351099390301795,2617,Test,EN
1995-06-01,0.006068107695595586,0.9999999999999999,0.014091254565326877,2622,Test,EN
1995-07-01,0.007580846013799586,1.0,0.014133528054930395,2623,Test,EN
1995-08-01,0.012704346058842563,1.0,0.014201658096660939,2627,Test,EN
1995-09-01,0.011224552882011836,0.9999999999999998,0.013982574930721501,2629,Test,EN
1995-10-01,0.023475665924348594,1.0,0.014608853716348907,2625,Test,EN
1995-11-01,0.012578999981437461,1.0,0.015530503294579227,2610,Test,EN
1995-12-01,0.006368449765122061,1.0,0.01420355431199064,2604,Test,EN
1996-01-01,0.007642948688230645,1.0,0.01458813251697997,2596,Test,EN
