sample,LS_monthly_sharpe,EN_monthly_sharpe,EN_minus_LS,percent_change
Training,2.024810747643032,1.1230500129220278,-0.9017607347210042,-44.53555650920428
Validation,0.7631482671364505,1.0291534629194892,0.2660051957830387,34.85629296927659
Test,0.4057141467775037,0.4108220205487376,0.005107873771233895,1.2589834029216354
