model,split,months,mean_monthly,volatility_monthly,monthly_sharpe,annualized_sharpe,minimum_month,maximum_month,positive_month_fraction
FF-3,train,240,0.004734671610649454,0.017758746050988355,0.266610694080281,0.9235665359764991,-0.042978169407295506,0.09813830872147607,0.6041666666666666
FF-3,validation,60,-0.0011298712991847644,0.012003867484310735,-0.09412560582341699,-0.3260606631587184,-0.03323924157502847,0.03618377953349744,0.48333333333333334
FF-3,test,300,0.003694875214173301,0.018891436508337592,0.19558466147042847,0.6775251416958822,-0.08196074400670551,0.071327980783118,0.62
FF-5,train,240,0.003155434852618294,0.00666188018312118,0.47365529938725653,1.640790087625952,-0.01730324586962435,0.025560213080107728,0.6833333333333333
FF-5,validation,60,0.0023693434071521075,0.005851364573967587,0.40492151483658895,1.402689273549454,-0.012004230868371582,0.0214201181987387,0.6833333333333333
FF-5,test,300,0.003378035793605291,0.015135439186556673,0.2231871670169749,0.7731430257415225,-0.07685580431875146,0.08670888051968385,0.64
